,airline_sentiment,text,label
10972,negative, USAirways been at DCA at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane Absolutely worse experience ,2
10973,negative, USAirways it was 1838 almost 5 hours Late Flight due to mechanical ,2
10974,negative, USAirways never flying USAirways again Horrible experience terrible customer service ,2
10975,neutral, USAirways Mobile boarding pass email ,0
10976,positive, USAirways we will sunday Just a few days away,1
10977,neutral, USAirways I am following you now,0
10978,negative, USAirways unacceptable You knew the pilot wouldn t be able to complete the trip Wasted all of our time ,2
10979,negative, USAirways I have been on three planes for flight 1907 and still haven t left the ground BAD SERVICE sad,2
10980,negative, USAirways Then told to offload because the captain was over hours This has been a terrible experience ,2
10981,negative, USAirways Why were we loaded onto the plane 4 hours Late Flight mind you made to sit for 40 minutes,2
10982,negative, USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period Unacceptable ,2
10983,negative, USAirways offloading the plane This is ridiculous ,2
10984,positive, USAirways jdbwaffles We re excited to have you fly with us JB When will this be Spring Break ,1
10985,neutral, USAirways still just sitting here nobody has said anything What s up ,0
10986,negative, USAirways that is actually not true You can get a seat online after a big hassle That policy is totally dishonest and misleading FAA,2
10987,positive, USAirways I will Thank you for at least tweeting me back better than most ,1
10988,negative, USAirways that seems unlikely without a crew here to board us,2
10989,negative, USAirways that s incorrect Four people last flight of the night with our bags horriblecustomerservice,2
10990,positive, USAirways Exicted to be flying with y all soon ,1
10991,neutral, USAirways and that you can choose the same seat for free after clicking 100 buttons ,0
10992,negative, USAirways the fact that you are making customers pay 15 to choose a seat and try to convince them using psychological tricks with colors,2
10993,negative, USAirways I ll do that in addition to reviewing on my blog Your agents were pleasant but the experience was less than ,2
10994,negative, USAirways your new seat assignment service is an embarrassment to airlines and customers worldwide shameonyou usairwayssucks,2
10995,negative, USAirways worst experience ever with you guys see my blog tomorrow on my experience Maybe you can help make it better ,2
10996,negative, USAirways now the freezing bus is just doing circles ,2
10997,negative, USAirways please explain I have plenty of time since I m STRANDED ,2
10998,negative, USAirways I doubt that its 11 21p amp we r still being held captive on the ground at DCA A little communication from up front would b nice ,2
10999,negative, USAirways why does it cost 900 to change a 100 ticket when it only cost 150 to purchase a new ticket ,2
11000,negative, USAirways 3935 Sitting on a freezing bus because nobody is in the plane What is up ,2
11001,negative, USAirways we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary ,2
11002,negative, USAirways doesn t want me to get home,2
11003,negative, USAirways They don t stand alone for me I bought tix based on USAir confirmed flight What good is confirmation if you change it anyway ,2
11004,negative, USAirways DCA gt HPN u r prof hostage takers We stood on bus 2 plane for 25 min now sitting on plane with no mvmt amp 1 announcement 4 gt hour ,2
11005,negative, USAirways I bet you don t but I m the paying customer here I know how to check for flight delays thank you ,2
11006,negative, USAirways I can t even use my return flight home because the change fees you charge are too expensive forcing me to purchase a new ticket ,2
11007,negative, USAirways oh great after a 5 hour delay we get to sit on the plane for another hour without it moving Flight 1137 has been awful,2
11008,negative, USAirways that s the 1st sorry I received from your company The least you could do is fly us home early at no extra charge ,2
11009,negative, USAirways never flying with you guys again Extremely disorganized and too many delays ,2
11010,negative, USAirways my buddies are currently delayed 3 5 hours and counting in DCA on their ways to CAE for a golf week any compensation FlyDelta,2
11011,negative, USAirways Flights 890 was the delay Flight 5136 was my missed connection Help ,2
11012,negative, USAirways the flight that I did not connect to was 1857 ,2
11013,negative, USAirways even when I do simple google search by flight number it tells me which gate so won t be that difficult am sure disappointed,2
11014,negative, USAirways yes not sure how you guys don t know gate is occupied and keep us waiting,2
11015,negative, USAirways Wow Your miles program is Ripoff Quick ticket fee 75 I hope you all end up on unemployment ,2
11016,negative, USAirways BOS gt DCA delayed again This needs to stop I will be filing complaints with the FAA and Consumer Affairs,2
11017,negative, USAirways sitting on the Tarmac waiting to deplane 40 minutes The level of service I ve come to expect ,2
11018,negative, USAirways you gladly take the loyal customer s money but when you cause an inconvenience you do nothing to help fix the problem you caused ,2
11019,negative, USAirways the least you could do is make up for what you have caused You are ruining people s memories You should be ashamed ,2
11020,negative, USAirways 1st a Late Flight plane then missing flight crew then maintenance problems gates switched 4 times You call this customer service ,2
11021,negative, USAirways due to your expensive change fees either Out of all the airlines we chose yours all do you could screw us STRANDED No help ,2
11022,negative, USAirways we can t afford the international change fees to rebook our trip so we wanted to go home turns out we can t afford to go home ,2
11023,neutral, USAirways but it s not their fault because their policy says they at least got us to our destination Really ,0
11024,negative, USAirways ruined our honeymoon by causing us to miss our international flight and now we are stranded ,2
11025,positive, USAirways FA attendant on 4553 PHL to PWM tonight was fab An asset to your team From 1F Have a great night team ,1
11026,negative, USAirways thanks for overFlight Booking Problems first class and automatically downgrading my upgrade 3 min before boarding ffstatusdontmatter thenewaa,2
11027,positive, USAirways We re having 2 grandbabies in 2 weeks will travel to DC for the births Thank you for the reasonable fares See you Saturday ,1
11028,positive, USAirways Thank you USAirways Your fare to from DTW to DCA was much lower than Delta and SouthwestAir Thank you You won me over ,1
11029,negative, USAirways flight 728 from PHL to London has been sitting on the tarmac for 46min w NO further update from the pilot what gives ,2
11030,negative, USAirways I already HAVE four times,2
11031,negative, USAirways 42 minutes holding Seriously if your average wait time is over 30 minutes then maybe just maybe you re understaffed ,2
